id,userName,userImage,date,score,scoreText,url,title,text,Source,application,is_positive
131,iftitah faradhilah annisa,https://lh3.googleusercontent.com/a-/AOh14GjEH6lAhzOnHY35JNxMqSj_ZNM0x5-YUojqc67f,5/31/2020 14:44,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFkFQ0cGkLqdkhAlwxQRuXe1A9ZfjQAmtty5KK5nYaeFzhnjsb2i-tlUQ4WLVz7T0rokBP6YB74DWnqwXE,,"Good App, sukses selalu tripaðŸ‘",Google Play,Tripa Smart,1
132,M Taufik Mansyur,https://lh3.googleusercontent.com/-eN9nWfQoJhU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm2zDq4ysvnFXumFH4efvz07IiRJw/photo.jpg,5/31/2020 14:44,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFtJoPGerx_qkd89naGzZBjJsdv21YsilPSHAbap6mzXyctBZn6PvzEDGxMOwurQYqcGGbHV_ojuX472vM,,Bagus... Sangat membantu banget,Google Play,Tripa Smart,1
133,Ilham Nyamen,https://lh3.googleusercontent.com/a-/AOh14Ggpg3S-jTPbK0AhZOULIgRmM_40osNHkgG6p4kE,5/31/2020 14:43,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEOFG4SueMmcPtnG4CNLOa4pyIbiMeJijDbHty48YHRuX4WnYde4igeIwX8Cfng0ClxfbiM1m99Rk8MRN8,,"Friendly user, interface bagus ok lah appnya",Google Play,Tripa Smart,1
134,tri wahyu chairrudin,https://lh3.googleusercontent.com/a-/AOh14GhzBslnVkNjMLFxZH3u4Fs85QG8W30NhGJQrpHO3Q,5/31/2020 14:41,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFL7DLWXDL32m0URRBMq0qO20MBce25FQPZoPs1ABB63Co3YlNOntGeArojwFq38xeyfH5JNQWkpEYgyIM,,Aplikasi yang sangat membantu ðŸ‘,Google Play,Tripa Smart,1
135,Putri Dea,https://lh3.googleusercontent.com/a-/AOh14GgegAtJzHkhHq98bC91gQGLVY65bco5SEjNXXoRCA,5/31/2020 14:39,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFpRxzrAmPDsgiVWc3PXFtYSGfMcWgSCn-dq6a9L4oF-s1CSQsRuigSZIrsPI1Vtvf9JRN6yKNR2R1wYV4,,Waahh bermanfaat sekali aplikasinyaa.. Terimakasih,Google Play,Tripa Smart,1
136,Mutamimah Zahrotunnisa,https://lh3.googleusercontent.com/a-/AOh14Gjgb36BWBDhyMSgDTZntpSmNEzkYT6CcpnEWocr,5/31/2020 14:38,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOE5jj-FA52qajsGBMyPAn_DO0uNOVx-CEkkbNv4ANkMhGvPZ3_Hwf6XpK2-Uyig82l4qqNm1NOuV5RN8a0,,"Aplikasi yang keren, dengan tripa smart dimana saja dan kapan saja bisa membayar asuransi dengan mudah dan cepat",Google Play,Tripa Smart,1
137,Nur Dyah Kusumawardani,https://lh3.googleusercontent.com/a-/AOh14GiJQOSb7VdUvp6eoC1u6FAg0rEk0-qABWUdOLUS,5/31/2020 14:32,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOH3It-TnoieqyCgN7vx941VDfnk0mMa1aOoj0WbINBT1mcz9rJCPPEaEKmJYU0o3VUDJthdl1Jd7WSkhuU,,Sukses PT. Asuransi Tri Pakarta,Google Play,Tripa Smart,1
138,Leony Kartika dewi,https://lh3.googleusercontent.com/a-/AOh14Gh1JYhHlEBUKSpzWibGA_5jOQoSlaCBt4L6AGSzLA,5/31/2020 14:32,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHnXOFiIZAIJYDfrCZU8rYkKDthpAPmV8YEYKmi0zmwvLLWWI9MsL-HZmvQVrN2-ufbpdjGgEf03nymGk0,,"App nya cocok banget sama keadaan pandemi saat ini, jadi tetep bisa berasuransi. ðŸ‘ðŸ¤©",Google Play,Tripa Smart,1
139,Mori rina,https://lh3.googleusercontent.com/-FHm14x8FWGI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmWTFXW8ttKnws47HqUqVg1035Gig/photo.jpg,5/31/2020 14:29,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFgC5I6D45dJ5IYlAgpy0lZRYoMc852ztixaxQAT5FPLBaIpDhdrVWBDvkf8QjG8hXvlhiUIdeIOHw79Ts,,"Tripa Smart memang top merkotopðŸ‘Œ,semoga tripa kedepannya smakin sukses",Google Play,Tripa Smart,1
140,rhi Hooq,https://lh3.googleusercontent.com/-7UimGiUUZzU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm6QcpmPbdTPJPNjzcNzHkWwU__iA/photo.jpg,5/31/2020 14:26,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHfH-qHxToZhs7mtZaLhNI8YzFJnAtpmOccH-wkFEgv-6HChFl4BiM-0msD6xBbwxvvyO7FW10CFU5Xt_o,,"sukses terus buat tripa, mantul mantap betul ðŸ‘",Google Play,Tripa Smart,1
141,inta ryanta,https://lh3.googleusercontent.com/-N5NLjgm11tU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnYz_JAJ4DoaqQG3rWDLuY6FsBUyw/photo.jpg,5/31/2020 14:23,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGXJ_pK7Q1QbdeVaZ2oAcG7FgyYFGqNDh5jvIO93gU3PzvbgLONfOMZEjTxcEVZ883r-XCqo8HOlPdyTwk,,"aplikasi yg sangat membantu untuk dimanapun dan kapan pun diakses juga mudah,semoga makin sukses kedepannya",Google Play,Tripa Smart,1
142,Prameswari BMN,https://lh3.googleusercontent.com/-GL9UP1picng/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm7duJvaED9OL1EFxPceNYNqRUoYA/photo.jpg,5/31/2020 14:23,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGJN_lZ5Q6RNOcatHxBD8HccW0TGhm9189nHMEQSCQtqlLq_DbBSy2YuRWRIOhyDI7vdJk9w8TakRcaku0,,"bgs bgt, sukses trs buat tripa",Google Play,Tripa Smart,1
143,ogie 4593,https://lh3.googleusercontent.com/a-/AOh14GjU93FGZZc9_gybh_atpTBSFiWBXeog_XBqC78RwQ,5/31/2020 14:21,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOE9yWm9__7ERoPR85fN6lIRyi1deh4aFnXdOJCbAZdNmfTTWilhlWn4LOltbluc7tHDZWjtyDc_EazgDxY,,Good job ðŸ‘ðŸ‘ðŸ‘ðŸ‘,Google Play,Tripa Smart,1
144,Okky Silviyani,https://lh3.googleusercontent.com/-cZwimcCxcRk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm-PqpUhjDg2ayJ6IQqecrpMSNxzw/photo.jpg,5/31/2020 14:18,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFyaEtCBK4DqzZJ_CrLpgM1g4nOYL1x1Q3l6RtZ-RgFCLvVM-V1Q3HUC2P84v_i7URw33osyTZYrnQ6ED0,,"Bagus banget, bermanfaat banget buat orang yang membutuhkan:)",Google Play,Tripa Smart,1
145,Guruh Saputro,https://lh3.googleusercontent.com/-gVX-rm3h8tc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmdBZ6pX992HNfzhO6ikwR_V6DWsw/photo.jpg,5/31/2020 14:13,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGVKguowFsXHWgJc3OBSKLtIySgRX5sZ4geRnaMhr2tDY6yOmbVJVzH1UsMlaHzdAR4SOKmYH6x2qb8FXI,,Kereenn.. Good app..,Google Play,Tripa Smart,1
146,MTB Indo Lampung,https://lh3.googleusercontent.com/a-/AOh14GjQgPOo3jjtWrsNtA2ob1O8vbyPnS_m0SAnLd-4xg,5/31/2020 14:10,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGjU_jjOVLC55sc7KL6IUCS0wUDKPyhuT1HJlL2uDki1qs8hQWKjOTYw7Zz6zdVTACn6kvDEC2SCRYNjNw,,"Good aplikasi, god job",Google Play,Tripa Smart,1
147,Nizar EL Karim,https://lh3.googleusercontent.com/a-/AOh14Gh1oxjjQwdZlsi-ISxjkAtTv3fez2sEKb2dk14,5/31/2020 14:09,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOF0wQqWFzc20oIyVveHsLIP32T4ss5mbR9zFB4unfsyHuRdZjZBrs9nPQHTar29pjQqCSQMa_PIGzVCEO8,,"Mudah untuk digunakan, sangat membantu sekali dengan adanya aplikasi ini..mantap.. ðŸ‘",Google Play,Tripa Smart,1
148,Siska Abdeellah,https://lh3.googleusercontent.com/-wyQS0qthaZA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckwAA4MNQALG_CSiL4GxL90P0bh4A/photo.jpg,5/31/2020 14:08,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOE4vZukouP-3joqNhoeAz8caX5fyk08S6bq84xh8__A7Ff7dbHlwEcM-m-Ynb5fK6rsRR8s0ieYG_hPVU4,,Aplikasinya mudah dipakai,Google Play,Tripa Smart,1
149,Christiana Betty,https://lh3.googleusercontent.com/-gQP8T9YU3cs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn96f3Q-2t2fWbGjAzW5zke3b1U9A/photo.jpg,5/31/2020 14:03,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEbAcObOH2r8MdlVLmJuyugCOKPqwtvNB6DvCBYnvg1ze2U2e_dOMj4r7fnurBYQkrVrEwA1yL67XQChuk,,Mantap... Tripa Terus Jaya...,Google Play,Tripa Smart,1
150,JaPraX F 474 R,https://lh3.googleusercontent.com/-ZrgcgfpM8RY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnfmud89BqQoMtKtPTYgyHMG7GvLA/photo.jpg,5/31/2020 14:03,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEaMDI7ZQDVa522qVZ6ponB3rcfiRtobQWY4Icsc13f-XCP5hD5r3yfiAmLg919scCCqTxRb0O6ZfFetJo,,Aplikasinya keren..sangat bermanfaat.. Trm ksh TRIPA SMART,Google Play,Tripa Smart,1
151,Anggi Lia,https://lh3.googleusercontent.com/-wT5lndYC2qk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclWbE5F3R3DAitaYr5NnIbDd8WVsQ/photo.jpg,5/31/2020 14:01,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEqmyaNguGOIlONBsAIXbz5lPwqSyPf0kbpqSLmpZl9f0KENP9F75UseNmn5RrNXfMOPHw_ZedC6GoJCcA,,Aplikasinya mempermudah kita mendapat pelayanan dalam ber asuransi. Semoga Tripa makin sukses ðŸ‘,Google Play,Tripa Smart,1
152,Fizah Aslan,https://lh3.googleusercontent.com/-ebjHKBt8_vY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclxPZs3Yt87zYjUAIDEJS7i8d7rhA/photo.jpg,5/31/2020 13:57,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEDDcWd76pxQFqVa9DI9PjF7whENMePD1Rabd5BEGbWo2NaELsUZJAUt0GwgnezpEISvAe50rJWfC78j5Q,,Sangat suka dengan aplikasi ini memudahkan tanpa harus face to face.. sukses selalu ya,Google Play,Tripa Smart,1
153,Rida aprilia Anggraini,https://lh3.googleusercontent.com/a-/AOh14GgaLz7Z9UssGIbkGWhQ0cD0KpWAdZ2qqUaceNsWBAc,5/31/2020 13:57,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFpNIPx4urDDppjnwLQ_GqhFSdKd9yeDYgDXrTIBi2HfwsfULWAi7X4_6bEgKBQ-IMh2HWMuLgN4nYjMiQ,,Aplikasi yg sangat membantu mengenai per-asuransi'an..,Google Play,Tripa Smart,1
154,Elang Candra,https://lh3.googleusercontent.com/a-/AOh14Ghs70SWPo5cCG0W4vJQDvHH81HyxSYNZxDvLaOAAA,5/31/2020 13:57,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOG48wj199I-dUVZv9-P_ZIvtVa5uTWnzzuQtx0I8EMnxWE-WI83EpccmtLNNxNBYkRuK0U7fLR10XLpRP0,,"Di jaman era digital dan cepat, aplikasi ini sangat membantu sekali...sukses",Google Play,Tripa Smart,1
155,Maman Firmansyah,https://lh3.googleusercontent.com/-2b_TjcaQvTE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmr7PXOAIEu9lCm29KhH5oetqrFEQ/photo.jpg,5/31/2020 13:57,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGMMeNsH64prIZ7Bpqwo-MESoAKkjiCl_ZwvXMBFPAoeTVsXURVBjLXXeruzZJNddvBsK1lTUi-HKYAtGc,,Bagus,Google Play,Tripa Smart,1
156,lia wahyu,https://lh3.googleusercontent.com/a-/AOh14GiJQZLaADfxMnkzJiMIUEkJjgLvIYoCdbOmLooslA,5/31/2020 13:55,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOG7q1_dZWvow_NVeJcouOZCaAajWlBMt2FMFY95s3jQiBw_hFap2S0I8eVS3hLRjipThR1rJr4nkkLahlI,,Aplikasi yang sangat mudah dan inovatif dalam hal pelayanan asuransi ðŸ‘ðŸ‘,Google Play,Tripa Smart,1
157,Robiatul Adawiyah,https://lh3.googleusercontent.com/a-/AOh14GjmIPMTS1P3y78Y5bbcvSL48fPECMeYPSTrcNU0,5/31/2020 13:55,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFgLk0hiHL8SRj8PL-fwEbIR1UKpW2mouwhujAewxjmJgGYXceT0gf9aKrAoKj5OkrCh12QN4Tj8JrTTGg,,"Recomended aplikasi nyaa,membantu sangattðŸ¥ºðŸ¥ºðŸ¥°ðŸ¥°",Google Play,Tripa Smart,1
158,Irwan Jm,https://lh3.googleusercontent.com/-ZEWxNYDk0iM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmnXj3cuSiEWBvwV4QGbizI078EOQ/photo.jpg,5/31/2020 13:55,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFSG_Pz4JY5caSm6M5hP6k6t_lEWe-Cx7XHLwUJhwZmbOipS6AxK6PGYDuZdO48dl17xXt11iy_nIGvUqo,,"akurat, dapat di percaya dan bisa menjadi mitra yang bagus",Google Play,Tripa Smart,1
159,afriani kusumadewi,https://lh3.googleusercontent.com/a-/AOh14GiXKOmQlFJJaWT5ciNf-Tr1um0ilVU2il4FzC8zpQ,5/31/2020 13:54,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGLjS3VltKhR82MSoSzVcdWdsalYwYl99_xrrot53HzCAu1qyqvb6KWx7YY_4_vsEYgcZB46Ii5glAuDlA,,Mantap betul,Google Play,Tripa Smart,1
160,Xavier Hoshiko,https://lh3.googleusercontent.com/a-/AOh14GjtYciAYuAysRdyYTGdibrQG5Okdxx55UfQMFo5,5/31/2020 13:52,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHpSnJuNUjkV5WLdmWWW-1j3kl_UGJQB1dLBYtVBbPdB2HlPyLIl1Y73kyVoeIA7v47QDvyLtj5yzTdBz8,,Good,Google Play,Tripa Smart,1
161,Ruslan Hadi,https://lh3.googleusercontent.com/a-/AOh14GjoEUPB4qo3Oaqy4u_jJFglB2c0q_Ls0u4QCl0FiA,5/31/2020 13:50,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOE5VbiPhdnVOR99hnQra7IBL2VJPlKdl39hzgzCQjbuevS9SwlPz8sSOp2KqNEkhxLO2lXqW436j9HamnI,,Bagus..sangat membantu banget...,Google Play,Tripa Smart,1
162,inyah 83,https://lh3.googleusercontent.com/-9MjgTDe9hAo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclnlW5kldV2pqNUhSeznPBIKO7kAA/photo.jpg,5/31/2020 13:48,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHvBUBSptopv8TN0iMTokOzIzTjvDMyZcRa4chYbf6ocaSDR24DX8SOHvnsFuXimQ6yjh-NzRIBgppVoNI,,Ganbate,Google Play,Tripa Smart,1
163,Dedy Zhang45t64rtÃ±Ã±,https://lh3.googleusercontent.com/-KUK-EuK9djk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckSLj_TsqbYOSBnU-yPeAhB1Q3EUA/photo.jpg,5/31/2020 13:46,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOF51Bcj4WjaeIE9fxDSg2PmdUT2oWa2LM6EO1jx0L8FS8TVA6N6qwVDukYwDJ-tnuRVxGW0ISsKlHl_AGY,,sangat memuaskan karna sangat membantu apa lg di masa pandemi ini,Google Play,Tripa Smart,1
164,Riztaayunanda Riztaayunanda,https://lh3.googleusercontent.com/-KV76WmpNk60/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnjkTJ8fSSyJIEdAxgsVV7iD8KKLg/photo.jpg,5/31/2020 13:46,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGgDxH4TKE-pnL4WstSBKetzas5vJ3L6PCRuqICdu-OJWGRmAtHA0OiiakNkIuz1-NTgbX3PUY5uAnzpvU,,Sangat membantu sekaliðŸ¥°,Google Play,Tripa Smart,1
165,Budi Cahyono,https://lh3.googleusercontent.com/-CwRYre0lFpg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnGzf5Q_5l2MimYD9ljh_A0pTbppA/photo.jpg,5/31/2020 13:45,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEKQTijHYBAkgSJgtbUdUNMdn-_BWw4-IlkYj7xblzi4xC3Js-ldzFgkD9podLTPEM0nL-xUr1bYYu5fsg,,Tripa smart yesss,Google Play,Tripa Smart,1
166,Wulan Varisha,https://lh3.googleusercontent.com/-rsAOiDDuEdc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmdeSphw3RM1XH1znLTF73le8k_Fg/photo.jpg,5/31/2020 13:45,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFsxkX5lodYzTz6wf3RFuR7WD8OMHpmFhqZO7v2CyFqPUedqkF5hWXmrjf87Ze083jjMvH0jweslLbg6xg,,luar biasa (siti wulandari),Google Play,Tripa Smart,1
167,Adnan Galang,https://lh3.googleusercontent.com/-UjGvtSBNxiE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmkAB2Vi9xAkj23NtEiE1kQmS3RAw/photo.jpg,5/31/2020 13:43,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOG3nUY_YW-3fq9H1xPgAYC9zuABuUPuFLhoWXwxR2nSfqszQmt25cIRWYI7161GjcFLHcr4WgnnnMVwSjE,,Good........sangat membantu sekali dalam kondisi sekarang ini,Google Play,Tripa Smart,1
168,Irna Wati,https://lh3.googleusercontent.com/-mEiYUyEMxWg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm7uCDyakWedNYFaQ8I-yYfV8zPdA/photo.jpg,5/31/2020 13:41,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFXP0NGE_W56YRP9bbyS3gYyOY6oAOclVP6ZgoN0dXnmUsvqQvzrzLmdw-k-2oWO4mxSuQOliyr2h-r62o,,Yess sdh ad aplikasinya Semoga tambah sukses n maju trus tripa ....,Google Play,Tripa Smart,1
169,Denik Nur Alfionita,https://lh3.googleusercontent.com/-4SnB3Lh4qnA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclQxuMVMIoFlz4hA57SBuH8o0fXZA/photo.jpg,5/31/2020 13:41,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEFH5zZ1wQ3DsgiLCtoqczVxLXcqdrasQLO7hNM9e1NafZEou1oLuWDy8CdzgSbcfr24CQdyHaunO4pM8k,,Aplikasi sgt bagus,Google Play,Tripa Smart,1
170,Dimas Aris Sera,https://lh3.googleusercontent.com/a-/AOh14GhopWhgMDcpFiVC8RKwi_qIWiPAQouCkR7Q8obQYA,5/31/2020 13:40,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOENvLbSvmOvB_9KtokFwaw-vrTcS-_rD5_-IcpOYFFmmYQgJvbh-m8CFkwRXayrP4p2514coT9zTJWV_tM,,Aplikasi asuransi yg bs membantu,Google Play,Tripa Smart,1
171,novika etikasari,https://lh3.googleusercontent.com/-IIckEXSL6BY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck7IBNFxTygxaCRQs-t0Se-q8pGxA/photo.jpg,5/31/2020 13:37,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGcPrigBS5puALl9qq_-0Nr6DcPfv-W4O3wBMAU8H7EhxhuE_wdb4KQVngpVMJPh7LexZ0LwVQYnAths5Y,,"Very smart application,easy,simple,and make your life more safety",Google Play,Tripa Smart,1
172,Widha Karina,https://lh3.googleusercontent.com/-3D-VwdwRjV8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmlyM4J4xVqNADrRPYUGlT4h3t26w/photo.jpg,5/31/2020 13:30,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFS2Lsb9OYVBHlUwIm-zhGw0GvTvp9lBUR5QJM3hSpOazmfmA8ALTu3q1f80pKNfbdFoQGfgS7ZBvkKQLk,,Good app ðŸ˜,Google Play,Tripa Smart,1
173,Yuni Kurniawan,https://lh3.googleusercontent.com/a-/AOh14GhYDMpcyaCAwezyfyHjV0vbWDIgHSPcuaTSUpuetg,5/31/2020 13:29,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHAeFqEMprAp1VWPu1FdR_XKh_VUCar5ezUnLgZ8-HPMgClfoNtiePNuDDndE-pHPTzYHp9eOg7sX0S0qo,,Goooooood,Google Play,Tripa Smart,1
174,Geven Van God,https://lh3.googleusercontent.com/a-/AOh14Ggpwo4E0JXLCxPJHSBYSA-BJXaXsPxd-5K8oetYfw,5/31/2020 13:29,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGY2C3H1EeTC3pt4Qt7Xa0L-N5l_8Uw3M5Gw7Jdrmkg3E4-n2rtrb8RZgKBR3K1h_zmDrDDJPkvJ0mc5TM,,Aplikasi yang sangat membantu untuk asuransi tanpa harus keluar rumah. Mantaaaaap ðŸ‘Œ,Google Play,Tripa Smart,1
175,Mukhammad Taufiqur Rakhman,https://lh3.googleusercontent.com/-gNaGf-N1fas/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckqIJkUaRSkZ0mrPft0nlLYJ3-kiw/photo.jpg,5/31/2020 13:26,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGn8WLT5chc4okbq2bPfl2l96iNo_1dEwWTCvxqODbdYLF_bKWnTmSbjk0NS8PlElbTrBUhTy_iNll9IrA,,Good aplication...,Google Play,Tripa Smart,1
176,Surya Desman,https://lh3.googleusercontent.com/-lu-dJCl9xzk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnAbfo87jGUhpzm-s0wf2ZfQP---w/photo.jpg,5/31/2020 13:23,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHw--BoJ_qEl0ZsrHxw1SJV3Ca54HrJD9T9wkJC9x9Z1FnC4pismwMFhhskTUKhlyDHAtQuXOwvQzBHaTY,,Good ðŸ˜Ž,Google Play,Tripa Smart,1
177,Dayu Eka,https://lh3.googleusercontent.com/-6kxs_5ZNBQA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmqAOOCu2KNtHLhaNbduOrYGMDKmw/photo.jpg,5/31/2020 13:22,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHT1jkJkyqlcAHBZgG3gwcduD8tALYdx7whLTn9QbIgSajLblRHuToirKPSIhnG6DD7TVybtjUehWl72hY,,Semoga Tripa semakin sukses .....TOPPPP,Google Play,Tripa Smart,1
178,R. Hartono,https://lh3.googleusercontent.com/-SekMUZgYJPw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckc-qAg_vM_FbQ4GOz3cGG7uJTcrQ/photo.jpg,5/31/2020 13:21,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOG12tRm_-_Qj2M_LUtMe0U8-NmVE6Euj-_-bB5VZQQxzpSPDR_1mET1Sseolpc5KoGZ36UPqIdxs0Ftu8g,,"Smart application, good",Google Play,Tripa Smart,1
179,Muhamad Taufik,https://lh3.googleusercontent.com/-HQAXQbANxmU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucne8ymbX8NgMPOjFKSdm1NuUx4vyw/photo.jpg,5/31/2020 13:21,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGmTkE0r0BrDMTteARAtgcCHlpA3E0Y7fJt7YHNA9h28ZbQi-L9qGmMBK-sU1pudhszz_y_e4rJjCs6w40,,"Kerenn, mudah sangat membabtu",Google Play,Tripa Smart,1
180,Muhammad Erdi,https://lh3.googleusercontent.com/a-/AOh14GgNrVqAmi7ssH9dDwBl5xbQgGng_nvn5eS-ArW0,5/31/2020 13:16,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHMxlS48Y5mJcV1U_Fq5yOJQOPwI7FviKZcHUE7FFkKFOHZfF6luqtE7fncFUZdLA_EGMFUyCWaDEn1ZSc,,oke bnget,Google Play,Tripa Smart,1
181,nisa setiani,https://lh3.googleusercontent.com/a-/AOh14GhIw8al_IA8Lb5ehW3DaxJo1F_XO7fhFJePr7Dk,5/31/2020 13:15,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEjuhb4eVUMKroA8elAtoRrAxzGo5l0BcqzNTi5S5etuYExDaHAm7KCNXKk51uOUEiPdojUPjeCjOJ_xNc,,"Wuihh, ternyata tripa sekarang bisa via aplikasi terbaikk",Google Play,Tripa Smart,1
